CARRIER_OBJ_ID,DRIVER_OBJ_ID,BLACKLISTED_STATES,CDL_LICENSE_FLAG,CERTIFICATION_DOUBLE_TRIPLES_TRAILER,CERTIFICATION_HAZMAT,CERTIFICATION_TANKER_TRUCKING,CERTIFICATION_TWIC_CARD,CHARGE_FUEL_FLAG,CREATED_AT,DELETED,DRIVER_ID,EMPTY_MILES_PAYMENT,EXTRA_DROPS,GROSS,LOADED_MILES_PAYMENT,PAYMENT_TYPE,ROUTES_NOT_PREF_ID,ROUTES_PREF_ID,TEAM_DRIVER,UPDATED_AT
"""6213d8e9052cd444fb3f15cf""","""622260f906c1393335e06e79""",,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2022-03-10T15:05:16.067Z,TRUE,,,null,null,null,,[],[],FALSE,2022-08-23T15:43:52.873Z
"""62840f2d72e85751989f87b7""","""630522fa0260e07f33b9cd25""",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2022-08-23T18:56:58.928Z,FALSE,3,,null,null,null,,[],[],FALSE,2022-08-23T19:07:39.873Z
"""62e06c597e17c82af2d09918""","""62e95cda4e7e9164c5a9790c""",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2022-08-02T17:20:26.336Z,FALSE,1,,null,null,null,,[],[],FALSE,2022-08-23T13:58:07.283Z
"""6304e322201fec7b047483cc""","""6304eb9b201fec7b047483d8""",,FALSE,,,,,,2022-08-23T15:00:43.905Z,FALSE,,,,,,,[],[],,2022-08-23T15:00:43.905Z
"""6304e322201fec7b047483cc""","""6304e550bc3edd76035598c4""",,FALSE,,,,,,2022-08-23T14:33:52.56Z,FALSE,,,,,,,[],[],,2022-08-23T14:33:52.56Z
"""5c4f76547536a519e848cae1""","""62ffd97de2e48e5357083c22""",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2022-08-19T18:42:05.744Z,FALSE,881022,,25,null,0.66,PAY_BY_MILES,[],[],FALSE,2022-08-24T18:59:01.261Z
"""61a113b1e4313f3a857d0a18""","""62bb2b6737be62197dbdf1a8""",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2022-06-28T16:25:11.11Z,TRUE,9,,null,null,null,,[],[],FALSE,2022-08-24T13:32:48.918Z
"""61a113b1e4313f3a857d0a18""","""629f795c81f7b3591701d721""",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2022-06-07T16:14:20.68Z,TRUE,8,,null,null,null,,[],[],FALSE,2022-08-24T13:32:18.973Z
"""61a113b1e4313f3a857d0a18""","""629626c97dfd7e20d2be400f""",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2022-05-31T14:31:37.608Z,TRUE,6,,null,null,null,,[],[],FALSE,2022-08-24T13:32:34.042Z
"""61d5df8eeb2bd0281dcf9548""","""6306852eae968b093aceae94""",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2022-08-24T20:08:14.912Z,FALSE,8,,null,null,null,,[],[],FALSE,2022-08-24T20:08:14.912Z
"""624dac1b0b34a476759cbec6""","""63063b54f6ea1f1b451c1480""",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2022-08-24T14:53:08.447Z,FALSE,13,,null,null,null,,[],[],FALSE,2022-08-24T14:53:08.447Z
"""624dac1b0b34a476759cbec6""","""63063b34009e360b0f3569ee""",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2022-08-24T14:52:36.625Z,FALSE,12,,null,null,null,,[],[],FALSE,2022-08-24T14:52:36.625Z
"""624dac1b0b34a476759cbec6""","""624db9fbb7999e62a466ef08""",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2022-04-06T16:04:11.251Z,TRUE,4,,null,null,null,,[],[],FALSE,2022-08-24T14:53:38.286Z
"""624dac1b0b34a476759cbec6""","""624db9d92aa16973aa735956""",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2022-04-06T16:03:37.413Z,TRUE,3,,null,null,null,,[],[],FALSE,2022-08-24T14:53:43.967Z
"""624dac1b0b34a476759cbec6""","""624db9c0d7037a765dc3f2bc""",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2022-04-06T16:03:12.32Z,TRUE,2,,null,null,null,,[],[],FALSE,2022-08-24T14:53:48.147Z
"""6231135ea915653140673628""","""62fa66c62ad7b40b836081ad""",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2022-08-15T15:31:18.64Z,FALSE,3,,0,null,null,PAY_BY_MILES,[],[],FALSE,2022-08-24T12:36:20.142Z
"""627d9839c1434733651ba99b""","""62fc0ae34ea53726cdff1e8f""",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2022-08-16T21:23:47.416Z,TRUE,8,,null,null,null,,[],[],FALSE,2022-08-24T16:35:44.46Z
"""627d9839c1434733651ba99b""","""62fc09447fcac2240deebf25""",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2022-08-16T21:16:52.409Z,TRUE,7,,null,null,null,,[],[],TRUE,2022-08-24T16:35:52.497Z
"""6283cee745a4fb5186b9d528""","""62bc771497942e2e1ead595f""",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2022-06-29T16:00:20.792Z,FALSE,2,,null,null,null,,[],[],FALSE,2022-08-24T17:46:45.48Z
"""629a08be7e89cc76b9b4dd87""","""63063f5596ce310acbe33833""",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2022-08-24T15:10:13.483Z,FALSE,16,,null,null,null,,[],[],FALSE,2022-08-24T15:10:13.483Z
"""62d97969cbc68f11ba2ab074""","""62d9b50e8a99ff1d2a0d14ca""",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2022-07-21T20:20:30.061Z,FALSE,1,,null,null,null,,[],[],FALSE,2022-08-24T12:34:42.365Z
"""61e1f8cd41d1cb5bbe1d315e""","""6305199a05c1bf0ab3c18710""",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2022-08-23T18:16:58.24Z,FALSE,,,null,null,null,,[],[],FALSE,2022-08-25T20:57:09.756Z
"""61d5df8eeb2bd0281dcf9548""","""6307712aa78f3214a7d09879""",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2022-08-25T12:55:06.714Z,FALSE,9,,null,null,null,,[],[],FALSE,2022-08-25T12:55:06.714Z
"""6299384ba4dfd65fa2141f1d""","""63080c1a5c31eb104e332f42""",,FALSE,,,,,,2022-08-25T23:56:10.236Z,FALSE,,,,,,,[],[],,2022-08-25T23:56:10.236Z
"""5cec36bc4aa6ae7938391025""","""5cec36bc4aa6ae7938391026""",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021-03-22T14:55:05.721Z,FALSE,,,null,null,null,,[],[],FALSE,2022-08-26T17:47:26.277Z
"""6056d9eb504cf70671ae9820""","""63061b237a17261236b9cec8""",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2022-08-24T12:35:47.536Z,FALSE,7,,null,null,null,,[],[],FALSE,2022-08-26T17:19:10.413Z
